var_name	genotype	strand	position	lower	median	upper	mean	K_gt	K_lt
Alpha	1	1	708	6.978114	7.024511	7.079232	7.0257807	500	0
Alpha	2	1	708	6.7232475	6.7686777	6.8107467	6.7681866	500	0
Alpha	3	1	708	7.0097523	7.0660896	7.1245623	7.066694	500	0
Alpha	1	1	709	6.975661	7.0208035	7.077386	7.0225787	500	0
Alpha	2	1	709	6.7216463	6.768036	6.811411	6.767469	500	0
Alpha	3	1	709	7.008555	7.0668325	7.128183	7.067297	500	0
Alpha	1	1	710	6.982139	7.028406	7.083402	7.0294843	500	0
Alpha	2	1	710	6.7302446	6.773821	6.817282	6.7735295	500	0
Alpha	3	1	710	7.0275984	7.0844116	7.1431293	7.0849853	500	0
Alpha	1	1	711	6.9900594	7.035778	7.089663	7.0369167	500	0
Alpha	2	1	711	6.7360873	6.7805223	6.822592	6.780039	500	0
Alpha	3	1	711	7.049571	7.1036863	7.1600094	7.1039777	500	0
Alpha	1	1	712	7.000346	7.04551	7.0993433	7.0467873	500	0
Alpha	2	1	712	6.7425075	6.787094	6.829228	6.7863264	500	0
Alpha	3	1	712	7.073173	7.126747	7.183496	7.1274137	500	0
Alpha	1	1	713	7.00805	7.053307	7.1062975	7.054986	500	0
Alpha	2	1	713	6.749937	6.794401	6.837711	6.7936573	500	0
Alpha	3	1	713	7.0979295	7.147789	7.204314	7.1484947	500	0
Alpha	1	1	714	7.016937	7.06192	7.113641	7.0634704	500	0
Alpha	2	1	714	6.7566605	6.800994	6.8452415	6.801249	500	0
Alpha	3	1	714	7.1198153	7.1697106	7.223704	7.170312	500	0
Alpha	1	1	715	7.025276	7.070576	7.121504	7.072129	500	0
Alpha	2	1	715	6.765489	6.808157	6.8540707	6.8089957	500	0
Alpha	3	1	715	7.143966	7.191734	7.2445364	7.192585	500	0
Alpha	1	1	716	7.0350714	7.079997	7.129683	7.0808496	500	0
Alpha	2	1	716	6.771939	6.8155727	6.8634486	6.8167944	500	0
Alpha	3	1	716	7.1685786	7.2150764	7.266148	7.215004	500	0
Alpha	1	1	717	7.044305	7.089382	7.1399555	7.0895104	500	0
Alpha	2	1	717	6.7773194	6.824114	6.8729124	6.8245387	500	0
Alpha	3	1	717	7.1902046	7.2371855	7.287428	7.237278	500	0
Alpha	1	1	718	7.0495853	7.0980163	7.1500974	7.097995	500	0
Alpha	2	1	718	6.7827005	6.8316593	6.8816986	6.832128	500	0
Alpha	3	1	718	7.209104	7.258379	7.3096595	7.2590895	500	0
Alpha	1	1	719	7.0554137	7.105836	7.1581764	7.1054797	500	0
Alpha	2	1	719	6.7895536	6.8391027	6.890124	6.839349	500	0
Alpha	3	1	719	7.231278	7.2789307	7.329396	7.279603	500	0
Alpha	1	1	720	7.0619054	7.1141386	7.167727	7.1132107	500	0
Alpha	2	1	720	6.792857	6.8461437	6.8996887	6.846299	500	0
Alpha	3	1	720	7.252587	7.2993016	7.347949	7.2995596	500	0
Alpha	1	1	721	7.0690756	7.1214676	7.1754746	7.1204977	500	0
Alpha	2	1	721	6.7980657	6.852729	6.907999	6.852844	500	0
Alpha	3	1	721	7.2712984	7.3180847	7.3678145	7.3183484	500	0
Alpha	1	1	722	7.074053	7.1282625	7.182457	7.12727	500	0
Alpha	2	1	722	6.8015857	6.8594456	6.915703	6.858923	500	0
Alpha	3	1	722	7.287399	7.3350005	7.3871613	7.3358397	500	0
Alpha	1	1	723	7.0696816	7.121886	7.1754603	7.121095	500	0
Alpha	2	1	723	6.7981954	6.853941	6.910062	6.8540597	500	0
Alpha	3	1	723	7.2861867	7.3338103	7.385127	7.334565	500	0
Alpha	1	1	724	7.06306	7.114672	7.16842	7.1144557	500	0
Alpha	2	1	724	6.793233	6.8490353	6.90357	6.848827	500	0
Alpha	3	1	724	7.285797	7.3331184	7.383482	7.3331966	500	0
Alpha	1	1	725	7.0560627	7.1078773	7.1639333	7.1087556	500	0
Alpha	2	1	725	6.7888756	6.8439865	6.898391	6.8438907	500	0
Alpha	3	1	725	7.2897644	7.336638	7.385733	7.336618	500	0
Alpha	1	1	726	7.048647	7.100231	7.1561136	7.101239	500	0
Alpha	2	1	726	6.7834945	6.8385983	6.8913794	6.8379936	500	0
Alpha	3	1	726	7.2877593	7.3347197	7.384521	7.334789	500	0
Alpha	1	1	727	7.0406547	7.093421	7.147948	7.0934663	500	0
Alpha	2	1	727	6.777175	6.8330507	6.883733	6.831901	500	0
Alpha	3	1	727	7.2878027	7.333681	7.3839154	7.3329005	500	0
Alpha	1	1	728	7.0318403	7.085097	7.140576	7.085532	500	0
Alpha	2	1	728	6.7714624	6.8265877	6.8782363	6.825675	500	0
Alpha	3	1	728	7.285321	7.3315744	7.3821406	7.330966	500	0
Alpha	1	1	729	7.021337	7.0773067	7.131011	7.077532	500	0
Alpha	2	1	729	6.7649264	6.8200235	6.8717875	6.819404	500	0
Alpha	3	1	729	7.282465	7.3297057	7.380655	7.329026	500	0
Alpha	1	1	730	7.0116563	7.0691195	7.1241865	7.069597	500	0
Alpha	2	1	730	6.75793	6.81413	6.8672285	6.8131785	500	0
Alpha	3	1	730	7.2791753	7.3275347	7.379457	7.3270965	500	0
Alpha	1	1	731	7.0028853	7.0625477	7.1170597	7.06182	500	0
Alpha	2	1	731	6.7500095	6.8072777	6.8612843	6.8070874	500	0
Alpha	3	1	731	7.275915	7.3256373	7.378866	7.3252015	500	0
Alpha	1	1	732	6.9918914	7.0531917	7.108692	7.051735	500	0
Alpha	2	1	732	6.7435317	6.8021126	6.8573027	6.801467	500	0
Alpha	3	1	732	7.267576	7.319044	7.3733544	7.318732	500	0
Alpha	1	1	733	6.981259	7.0463676	7.103931	7.0444593	500	0
Alpha	2	1	733	6.7362895	6.7962112	6.8528013	6.7958875	500	0
Alpha	3	1	733	7.262729	7.3163757	7.3709307	7.31673	500	0
Alpha	1	1	734	6.971939	7.039089	7.099719	7.037612	500	0
Alpha	2	1	734	6.728484	6.791847	6.850421	6.7906413	500	0
Alpha	3	1	734	7.2591944	7.314723	7.369041	7.314847	500	0
Alpha	1	1	735	6.9650283	7.0331097	7.0956216	7.031239	500	0
Alpha	2	1	735	6.7219486	6.786805	6.8462515	6.785761	500	0
Alpha	3	1	735	7.2564387	7.3125305	7.3703103	7.3130956	500	0
Alpha	1	1	736	6.9561706	7.023342	7.084513	7.0217953	500	0
Alpha	2	1	736	6.7221365	6.785305	6.846814	6.78496	500	0
Alpha	3	1	736	7.2414637	7.2966537	7.3520174	7.2970333	500	0
Alpha	1	1	737	6.94887	7.0128975	7.072856	7.011655	500	0
Alpha	2	1	737	6.7223387	6.78423	6.845559	6.7840953	500	0
Alpha	3	1	737	7.2250166	7.2799253	7.334416	7.279772	500	0
Alpha	1	1	738	6.9401135	7.0023155	7.0602326	7.0018234	500	0
Alpha	2	1	738	6.7208385	6.7835813	6.8433375	6.7828784	500	0
Alpha	3	1	738	7.2082815	7.2617693	7.316296	7.261867	500	0
Alpha	1	1	739	6.931731	6.9917765	7.0455027	6.9904118	500	0
Alpha	2	1	739	6.7213287	6.7820234	6.840048	6.7819366	500	0
Alpha	3	1	739	7.1902766	7.2417445	7.2975845	7.2425165	500	0
Alpha	1	1	740	6.920002	6.979124	7.0332537	6.9785953	500	0
Alpha	2	1	740	6.7211843	6.7804575	6.839832	6.7809553	500	0
Alpha	3	1	740	7.1702085	7.2214823	7.275021	7.2224865	500	0
Alpha	1	1	741	6.907595	6.967128	7.0213513	6.9665318	500	0
Alpha	2	1	741	6.720694	6.7793465	6.8379846	6.779961	500	0
Alpha	3	1	741	7.150689	7.201047	7.255313	7.2020397	500	0
Alpha	1	1	742	6.8967457	6.9549007	7.0088	6.954388	500	0
Alpha	2	1	742	6.717275	6.778351	6.838317	6.7789564	500	0
Alpha	3	1	742	7.1310253	7.180755	7.233615	7.181451	500	0
Alpha	1	1	743	6.886185	6.943244	6.996898	6.9423227	500	0
Alpha	2	1	743	6.714894	6.7780123	6.840265	6.7779536	500	0
Alpha	3	1	743	7.110539	7.16068	7.212639	7.161005	500	0
Alpha	1	1	744	6.8707633	6.9314938	6.9858756	6.930507	500	0
Alpha	2	1	744	6.714101	6.7777166	6.8433084	6.7769775	500	0
Alpha	3	1	744	7.0904136	7.1407776	7.1928883	7.140977	500	0
Alpha	1	1	745	6.859654	6.9217043	6.9747376	6.9193354	500	0
Alpha	2	1	745	6.7119946	6.7764177	6.8437414	6.775462	500	0
Alpha	3	1	745	7.0676622	7.11812	7.169848	7.1183004	500	0
Alpha	1	1	746	6.845386	6.9112597	6.963528	6.908523	500	0
Alpha	2	1	746	6.709138	6.7760286	6.8438134	6.774532	500	0
Alpha	3	1	746	7.0486903	7.0992565	7.152016	7.0997486	500	0
Alpha	1	1	747	6.8358927	6.901182	6.953516	6.898341	500	0
Alpha	2	1	747	6.7072477	6.775271	6.846901	6.773655	500	0
Alpha	3	1	747	7.0329795	7.081072	7.134848	7.082294	500	0
Alpha	1	1	748	6.826328	6.8912706	6.9448595	6.8888707	500	0
Alpha	2	1	748	6.704954	6.77486	6.84804	6.7728405	500	0
Alpha	3	1	748	7.0146146	7.0649137	7.1191516	7.066039	500	0
Alpha	1	1	749	6.8202972	6.8836174	6.936247	6.8820367	500	0
Alpha	2	1	749	6.701939	6.767914	6.8396297	6.7671075	500	0
Alpha	3	1	749	7.0056257	7.0547647	7.109529	7.055944	500	0
Alpha	1	1	750	6.8157816	6.876433	6.927634	6.874702	500	0
Alpha	2	1	750	6.697582	6.7620196	6.831464	6.7609377	500	0
Alpha	3	1	750	6.9957294	7.0440736	7.097093	7.0451	500	0
Alpha	1	1	751	6.8043127	6.866377	6.916742	6.8648744	500	0
Alpha	2	1	751	6.692749	6.754799	6.8237166	6.7543178	500	0
Alpha	3	1	751	6.9858756	7.033232	7.082608	7.033227	500	0
Alpha	1	1	752	6.797662	6.8583775	6.907883	6.8567767	500	0
Alpha	2	1	752	6.688493	6.7473474	6.8140936	6.7474155	500	0
Alpha	3	1	752	6.975099	7.021618	7.070346	7.0211053	500	0
Alpha	1	1	753	6.7907796	6.849844	6.8981314	6.8483973	500	0
Alpha	2	1	753	6.683948	6.7397227	6.8040957	6.7402744	500	0
Alpha	3	1	753	6.9639616	7.009449	7.053177	7.008547	500	0
Alpha	1	1	754	6.783754	6.8407984	6.888465	6.8398438	500	0
Alpha	2	1	754	6.6796637	6.73287	6.7935066	6.7329865	500	0
Alpha	3	1	754	6.951756	6.996429	7.039241	6.9957385	500	0
Alpha	1	1	755	6.776295	6.8318243	6.880126	6.8312373	500	0
Alpha	2	1	755	6.674354	6.7261324	6.7822104	6.7256455	500	0
Alpha	3	1	755	6.9377327	6.982716	7.026862	6.982834	500	0
Alpha	1	1	756	6.767798	6.8231688	6.870864	6.8226814	500	0
Alpha	2	1	756	6.667689	6.718811	6.772227	6.7183495	500	0
Alpha	3	1	756	6.9236956	6.9698977	7.014138	6.9700203	500	0
Alpha	1	1	757	6.7594156	6.8152986	6.8613276	6.8143053	500	0
Alpha	2	1	757	6.6597686	6.7103786	6.7632823	6.7112103	500	0
Alpha	3	1	757	6.9114757	6.957678	7.0024953	6.9574695	500	0
Alpha	1	1	758	6.7501106	6.8078327	6.854995	6.806495	500	0
Alpha	2	1	758	6.6567826	6.7056394	6.7557807	6.7062907	500	0
Alpha	3	1	758	6.898997	6.9444847	6.990305	6.944627	500	0
Alpha	1	1	759	6.7400694	6.7991047	6.849166	6.7988315	500	0
Alpha	2	1	759	6.6514587	6.6987867	6.7472105	6.6998606	500	0
Alpha	3	1	759	6.888623	6.932503	6.9800763	6.933086	500	0
Alpha	1	1	760	6.7330866	6.79161	6.8428903	6.79162	500	0
Alpha	2	1	760	6.6452413	6.693362	6.740776	6.6938004	500	0
Alpha	3	1	760	6.877616	6.921784	6.970078	6.9222198	500	0
Alpha	1	1	761	6.726364	6.784179	6.838028	6.784911	500	0
Alpha	2	1	761	6.639052	6.688183	6.7342987	6.6881704	500	0
Alpha	3	1	761	6.86743	6.9118147	6.9605274	6.9121017	500	0
Alpha	1	1	762	6.7325525	6.7888036	6.839327	6.789392	500	0
Alpha	2	1	762	6.6469717	6.693672	6.7405744	6.6939793	500	0
Alpha	3	1	762	6.870143	6.9142895	6.962648	6.9143867	500	0
Alpha	1	1	763	6.7389584	6.794408	6.842746	6.7942066	500	0
Alpha	2	1	763	6.65397	6.7002945	6.7467055	6.7002244	500	0
Alpha	3	1	763	6.8722925	6.9166336	6.9649134	6.916843	500	0
Alpha	1	1	764	6.7433443	6.79984	6.8463526	6.7987204	500	0
Alpha	2	1	764	6.661341	6.707118	6.751769	6.7069507	500	0
Alpha	3	1	764	6.873446	6.9189777	6.9667597	6.9197254	500	0
Alpha	1	1	765	6.750053	6.8051057	6.8516326	6.8041487	500	0
Alpha	2	1	765	6.6669393	6.7144976	6.7593293	6.713939	500	0
Alpha	3	1	765	6.875178	6.92099	6.97015	6.9224634	500	0
Alpha	1	1	766	6.7565017	6.810891	6.857216	6.809769	500	0
Alpha	2	1	766	6.6764464	6.720824	6.765071	6.721164	500	0
Alpha	3	1	766	6.8782797	6.923912	6.973353	6.925284	500	0
Alpha	1	1	767	6.7630224	6.8163443	6.864199	6.8155055	500	0
Alpha	2	1	767	6.6854486	6.728174	6.7716208	6.7285433	500	0
Alpha	3	1	767	6.881107	6.927288	6.976714	6.928169	500	0
Alpha	1	1	768	6.769919	6.8225765	6.870128	6.8212733	500	0
Alpha	2	1	768	6.6939898	6.735157	6.78032	6.735975	500	0
Alpha	3	1	768	6.882088	6.92956	6.982976	6.9310713	500	0
Alpha	1	1	769	6.7759495	6.8279295	6.878164	6.82701	500	0
Alpha	2	1	769	6.70266	6.7436543	6.7865386	6.74336	500	0
Alpha	3	1	769	6.8832135	6.933398	6.9864235	6.933958	500	0
Alpha	1	1	770	6.781229	6.832755	6.884584	6.8326297	500	0
Alpha	2	1	770	6.708979	6.7512865	6.7948046	6.750585	500	0
Alpha	3	1	770	6.88203	6.9363766	6.9898143	6.9367843	500	0
Alpha	1	1	771	6.785038	6.8371916	6.8907585	6.8368316	500	0
Alpha	2	1	771	6.7134514	6.756545	6.8020763	6.756112	500	0
Alpha	3	1	771	6.878294	6.934797	6.99104	6.935485	500	0
Alpha	1	1	772	6.788991	6.841736	6.898088	6.84191	500	0
Alpha	2	1	772	6.718732	6.762828	6.811295	6.762657	500	0
Alpha	3	1	772	6.878712	6.9373937	6.99534	6.937842	500	0
Alpha	1	1	773	6.793838	6.845559	6.9053874	6.8466887	500	0
Alpha	2	1	773	6.7225547	6.7690673	6.817052	6.7688136	500	0
Alpha	3	1	773	6.8797364	6.9397235	6.999639	6.940057	500	0
Alpha	1	1	774	6.795858	6.849844	6.910841	6.851139	500	0
Alpha	2	1	774	6.726234	6.774297	6.8226633	6.774543	500	0
Alpha	3	1	774	6.8804007	6.942407	7.0044	6.9421225	500	0
Alpha	1	1	775	6.789323	6.84359	6.9029784	6.844563	500	0
Alpha	2	1	775	6.730389	6.7758627	6.8236594	6.7764015	500	0
Alpha	3	1	775	6.8619046	6.924611	6.9852695	6.923803	500	0
Alpha	1	1	776	6.7833934	6.8362036	6.894784	6.8375053	500	0
Alpha	2	1	776	6.732784	6.7775364	6.826429	6.7783937	500	0
Alpha	3	1	776	6.842876	6.904933	6.9629083	6.904111	500	0
Alpha	1	1	777	6.7724867	6.8277855	6.8840065	6.8274755	500	0
Alpha	2	1	777	6.734731	6.7782354	6.8275256	6.7793565	500	0
Alpha	3	1	777	6.8181186	6.880919	6.937026	6.879418	500	0
Alpha	1	1	778	6.765172	6.8187175	6.876231	6.819722	500	0
Alpha	2	1	778	6.7376165	6.7804794	6.8304396	6.7816563	500	0
Alpha	3	1	778	6.7976184	6.859928	6.913034	6.857599	500	0
Alpha	1	1	779	6.754583	6.8103213	6.8695946	6.811694	500	0
Alpha	2	1	779	6.7409062	6.782578	6.8337584	6.78405	500	0
Alpha	3	1	779	6.7767715	6.8364124	6.8899655	6.8350177	500	0
Alpha	1	1	780	6.7457676	6.8020616	6.8613853	6.8035007	500	0
Alpha	2	1	780	6.742709	6.7848287	6.836542	6.7864857	500	0
Alpha	3	1	780	6.752476	6.8133364	6.8664637	6.811972	500	0
Alpha	1	1	781	6.736549	6.7943077	6.858024	6.795251	500	0
Alpha	2	1	781	6.7430124	6.7865744	6.839139	6.7889333	500	0
Alpha	3	1	781	6.729999	6.7905273	6.8447948	6.7887573	500	0
Alpha	1	1	782	6.725974	6.786964	6.850378	6.787058	500	0
Alpha	2	1	782	6.7447867	6.7891426	6.841606	6.791371	500	0
Alpha	3	1	782	6.7070026	6.7678914	6.8220577	6.765703	500	0
Alpha	1	1	783	6.7173467	6.7794333	6.844953	6.7790313	500	0
Alpha	2	1	783	6.7457533	6.7919126	6.844102	6.793757	500	0
Alpha	3	1	783	6.68353	6.7443466	6.7997537	6.7431245	500	0
Alpha	1	1	784	6.7042904	6.7692842	6.835821	6.7687764	500	0
Alpha	2	1	784	6.741858	6.7896767	6.841505	6.791017	500	0
Alpha	3	1	784	6.659552	6.7194314	6.7759204	6.7190833	500	0
Alpha	1	1	785	6.694018	6.7610025	6.829545	6.7612767	500	0
Alpha	2	1	785	6.7401843	6.7918186	6.8458333	6.792911	500	0
Alpha	3	1	785	6.6373057	6.6989017	6.7551165	6.698264	500	0
Alpha	1	1	786	6.684569	6.7537894	6.823962	6.7542167	500	0
Alpha	2	1	786	6.7401843	6.794091	6.8504357	6.794694	500	0
Alpha	3	1	786	6.61695	6.6787977	6.739045	6.6786585	500	0
Alpha	1	1	787	6.676908	6.7466555	6.8184075	6.747645	500	0
Alpha	2	1	787	6.7407184	6.796053	6.8533206	6.796355	500	0
Alpha	3	1	787	6.598007	6.6607647	6.723507	6.6604156	500	0
Alpha	1	1	788	6.687425	6.7537103	6.8230243	6.7541127	500	0
Alpha	2	1	788	6.739925	6.7930813	6.8481126	6.7933497	500	0
Alpha	3	1	788	6.595021	6.6569266	6.716957	6.6563315	500	0
Alpha	1	1	789	6.695793	6.761111	6.8279724	6.761057	500	0
Alpha	2	1	789	6.7390594	6.789092	6.8437414	6.790109	500	0
Alpha	3	1	789	6.592496	6.6523967	6.7103496	6.6519303	500	0
Alpha	1	1	790	6.7037277	6.766456	6.832517	6.7667594	500	0
Alpha	2	1	790	6.7347746	6.785651	6.8396297	6.7869496	500	0
Alpha	3	1	790	6.583508	6.6431274	6.7008715	6.642564	500	0
Alpha	1	1	791	6.7155433	6.774261	6.8383603	6.7746463	500	0
Alpha	2	1	791	6.7323365	6.7826576	6.83559	6.7833085	500	0
Alpha	3	1	791	6.5813875	6.63877	6.6952734	6.6379275	500	0
Alpha	1	1	792	6.7231755	6.7816763	6.8452997	6.782804	500	0
Alpha	2	1	792	6.7273307	6.7781487	6.832777	6.7795367	500	0
Alpha	3	1	792	6.578184	6.6329203	6.690787	6.6331315	500	0
Alpha	1	1	793	6.7334476	6.789713	6.8532343	6.7911367	500	0
Alpha	2	1	793	6.724012	6.774131	6.82878	6.775692	500	0
Alpha	3	1	793	6.574491	6.62834	6.684338	6.6282325	500	0
Alpha	1	1	794	6.742666	6.79782	6.860015	6.7995267	500	0
Alpha	2	1	794	6.7225695	6.7706757	6.8254623	6.771816	500	0
Alpha	3	1	794	6.5693555	6.623802	6.6798797	6.623298	500	0
Alpha	1	1	795	6.7517548	6.8058205	6.866637	6.807855	500	0
Alpha	2	1	795	6.714519	6.767762	6.8220434	6.767974	500	0
Alpha	3	1	795	6.5624156	6.619099	6.6732864	6.618404	500	0
Alpha	1	1	796	6.759949	6.814909	6.8744125	6.8160195	500	0
Alpha	2	1	796	6.710869	6.7648335	6.8190136	6.764201	500	0
Alpha	3	1	796	6.5562987	6.6143746	6.6691465	6.613609	500	0
Alpha	1	1	797	6.7678847	6.822505	6.8797364	6.8233194	500	0
Alpha	2	1	797	6.70543	6.760534	6.815089	6.759401	500	0
Alpha	3	1	797	6.5510764	6.6076946	6.6645446	6.6083655	500	0
Alpha	1	1	798	6.774795	6.8298264	6.886488	6.8307624	500	0
Alpha	2	1	798	6.699284	6.7574606	6.8132424	6.75588	500	0
Alpha	3	1	798	6.5453343	6.6029844	6.6607065	6.603935	500	0
Alpha	1	1	799	6.7807817	6.8377256	6.8935432	6.837772	500	0
Alpha	2	1	799	6.6959085	6.75327	6.8114395	6.752567	500	0
Alpha	3	1	799	6.538727	6.599089	6.6579223	6.599761	500	0
Alpha	1	1	800	6.7871304	6.844578	6.901348	6.8442907	500	0
Alpha	2	1	800	6.6904263	6.750594	6.8093185	6.7494855	500	0
Alpha	3	1	800	6.533288	6.5956554	6.6555557	6.595877	500	0
Alpha	1	1	801	6.7847924	6.8413033	6.895015	6.840591	500	0
Alpha	2	1	801	6.6928353	6.7538395	6.8109922	6.7529206	500	0
Alpha	3	1	801	6.537414	6.5969467	6.6566815	6.597678	500	0
Alpha	1	1	802	6.78234	6.8375015	6.8884506	6.8366156	500	0
Alpha	2	1	802	6.6985626	6.757331	6.8145843	6.756609	500	0
Alpha	3	1	802	6.540328	6.5989523	6.657879	6.5996127	500	0
Alpha	1	1	803	6.778907	6.8334403	6.883848	6.832241	500	0
Alpha	2	1	803	6.705329	6.761486	6.817528	6.760134	500	0
Alpha	3	1	803	6.540761	6.5999403	6.6569557	6.599442	500	0
Alpha	1	1	804	6.7753577	6.8286004	6.8790874	6.827794	500	0
Alpha	2	1	804	6.710234	6.765295	6.8198934	6.764295	500	0
Alpha	3	1	804	6.5428095	6.6027603	6.657331	6.601746	500	0
Alpha	1	1	805	6.7711015	6.8238535	6.874298	6.8231955	500	0
Alpha	2	1	805	6.714635	6.7686415	6.823111	6.7685924	500	0
Alpha	3	1	805	6.5449305	6.605091	6.656739	6.604122	500	0
Alpha	1	1	806	6.7682595	6.8189774	6.868339	6.818496	500	0
Alpha	2	1	806	6.7191358	6.7728114	6.8259096	6.7729793	500	0
Alpha	3	1	806	6.5486665	6.6079974	6.6587443	6.6065593	500	0
Alpha	1	1	807	6.7643065	6.81457	6.862554	6.8137646	500	0
Alpha	2	1	807	6.72319	6.777017	6.830065	6.777402	500	0
Alpha	3	1	807	6.5522013	6.6103063	6.659711	6.6090007	500	0
Alpha	1	1	808	6.760772	6.809513	6.8590484	6.8090672	500	0
Alpha	2	1	808	6.7264357	6.780219	6.8340173	6.781795	500	0
Alpha	3	1	808	6.554481	6.6127872	6.662178	6.611439	500	0
Alpha	1	1	809	6.7578716	6.8051205	6.855918	6.80447	500	0
Alpha	2	1	809	6.7299843	6.7841873	6.8399467	6.786095	500	0
Alpha	3	1	809	6.5565443	6.615103	6.6650496	6.613818	500	0
Alpha	1	1	810	6.7506013	6.7980585	6.848069	6.7971597	500	0
Alpha	2	1	810	6.7319326	6.786214	6.8425727	6.788103	500	0
Alpha	3	1	810	6.5589967	6.6166534	6.6669393	6.615895	500	0
Alpha	1	1	811	6.7436466	6.7939034	6.8432074	6.7927737	500	0
Alpha	2	1	811	6.736044	6.7910686	6.8485165	6.791919	500	0
Alpha	3	1	811	6.5603814	6.618522	6.6698675	6.6180673	500	0
Alpha	1	1	812	6.738756	6.789179	6.8386197	6.7886477	500	0
Alpha	2	1	812	6.73854	6.7947617	6.852354	6.7955174	500	0
Alpha	3	1	812	6.562156	6.619705	6.6724358	6.6201105	500	0
Alpha	1	1	813	6.7344575	6.7846775	6.83673	6.78481	500	0
Alpha	2	1	813	6.7432284	6.797842	6.8587017	6.79886	500	0
Alpha	3	1	813	6.5630217	6.622179	6.674989	6.6220074	500	0
Alpha	1	1	814	6.723911	6.774672	6.824438	6.7746825	500	0
Alpha	2	1	814	6.7247334	6.778185	6.837422	6.7799134	500	0
Alpha	3	1	814	6.548927	6.6068006	6.6585712	6.6069345	500	0
Alpha	1	1	815	6.71514	6.7636576	6.8137765	6.7637854	500	0
Alpha	2	1	815	6.7066135	6.7583694	6.8186235	6.7595525	500	0
Alpha	3	1	815	6.534904	6.5898705	6.641692	6.590734	500	0
Alpha	1	1	816	6.7038865	6.752202	6.8021917	6.7527723	500	0
Alpha	2	1	816	6.6869345	6.737133	6.7975607	6.7389593	500	0
Alpha	3	1	816	6.5167108	6.572132	6.6243362	6.572422	500	0
Alpha	1	1	817	6.693542	6.7412596	6.7899	6.7405434	500	0
Alpha	2	1	817	6.663664	6.7141876	6.773381	6.7160916	500	0
Alpha	3	1	817	6.500524	6.554041	6.6077456	6.5543513	500	0
Alpha	1	1	818	6.68102	6.72886	6.777622	6.727888	500	0
Alpha	2	1	818	6.638951	6.690563	6.7517266	6.6924243	500	0
Alpha	3	1	818	6.48301	6.5352645	6.5894375	6.5356426	500	0
Alpha	1	1	819	6.668497	6.715428	6.766298	6.714975	500	0
Alpha	2	1	819	6.6153483	6.6665134	6.7247767	6.6682734	500	0
Alpha	3	1	819	6.4642982	6.51563	6.570019	6.5165453	500	0
Alpha	1	1	820	6.6525984	6.7017803	6.753169	6.701965	500	0
Alpha	2	1	820	6.590274	6.641735	6.6994576	6.6439495	500	0
Alpha	3	1	820	6.4433646	6.4966507	6.5513215	6.497316	500	0
Alpha	1	1	821	6.63833	6.687995	6.742363	6.6890473	500	0
Alpha	2	1	821	6.5652294	6.61827	6.675782	6.619788	500	0
Alpha	3	1	821	6.425172	6.4781046	6.5320616	6.4782176	500	0
Alpha	1	1	822	6.6243505	6.6760135	6.732481	6.676398	500	0
Alpha	2	1	822	6.5414248	6.594862	6.654186	6.5961285	500	0
Alpha	3	1	822	6.4049745	6.4587293	6.5152826	6.4595127	500	0
Alpha	1	1	823	6.609664	6.6626177	6.720001	6.6628957	500	0
Alpha	2	1	823	6.5179954	6.572176	6.630857	6.5731487	500	0
Alpha	3	1	823	6.389307	6.4426003	6.498576	6.442478	500	0
Alpha	1	1	824	6.5967803	6.6510983	6.711172	6.6512213	500	0
Alpha	2	1	824	6.4950852	6.550478	6.611309	6.5514565	500	0
Alpha	3	1	824	6.3703785	6.425302	6.4829955	6.4253964	500	0
Alpha	1	1	825	6.582513	6.6396866	6.7037854	6.6402335	500	0
Alpha	2	1	825	6.4735746	6.5312176	6.5902305	6.5310335	500	0
Alpha	3	1	825	6.352922	6.4081697	6.467789	6.409316	500	0
Alpha	1	1	826	6.56924	6.630244	6.69523	6.6300097	500	0
Alpha	2	1	826	6.452324	6.5120444	6.573063	6.5120263	500	0
Alpha	3	1	826	6.3371825	6.39305	6.456089	6.3943443	500	0
Alpha	1	1	827	6.5612473	6.6200805	6.683948	6.6206684	500	0
Alpha	2	1	827	6.4362664	6.494299	6.555073	6.4941783	500	0
Alpha	3	1	827	6.3388705	6.3932524	6.454373	6.3942685	500	0
Alpha	1	1	828	6.5522733	6.6095557	6.6734457	6.610633	500	0
Alpha	2	1	828	6.418954	6.4754934	6.5359426	6.4749994	500	0
Alpha	3	1	828	6.338322	6.392834	6.454603	6.39418	500	0
Alpha	1	1	829	6.5404005	6.5972643	6.6587877	6.597826	500	0
Alpha	2	1	829	6.3950777	6.451992	6.511085	6.4525704	500	0
Alpha	3	1	829	6.3339357	6.388362	6.4503613	6.3896675	500	0
Alpha	1	1	830	6.530373	6.586133	6.643495	6.5867167	500	0
Alpha	2	1	830	6.37335	6.4308634	6.4892282	6.431211	500	0
Alpha	3	1	830	6.3365183	6.388239	6.452656	6.38984	500	0
Alpha	1	1	831	6.518053	6.575407	6.631579	6.575216	500	0
Alpha	2	1	831	6.352085	6.4087114	6.4650626	6.4091125	500	0
Alpha	3	1	831	6.3357544	6.388542	6.452468	6.3900237	500	0
Alpha	1	1	832	6.508286	6.56238	6.6172237	6.5634794	500	0
Alpha	2	1	832	6.330171	6.387164	6.446005	6.3865485	500	0
Alpha	3	1	832	6.3349605	6.388362	6.4568105	6.3902082	500	0
Alpha	1	1	833	6.4975085	6.5507803	6.604932	6.55166	500	0
